,ped_number,PED_Name,Dimension,File,DimensionID,Value,GNR
689875,84,Strathcona-Sherwood Park,"Degree in medicine, dentistry, veterinary medicine or optometry",2,1825,205.00,2.7%
689876,84,Strathcona-Sherwood Park,Master's degree,2,1826,900.00,2.7%
698033,85,Taber-Warner,"No certificate, diploma or degree",2,1814,"4,095.00",5.3%
698034,85,Taber-Warner,Secondary (high) school diploma or equivalency certificate,2,1815,"5,465.00",5.3%
698035,85,Taber-Warner,"Postsecondary certificate, diploma or degree",2,1816,"8,830.00",5.3%
698036,85,Taber-Warner,Apprenticeship or trades certificate or diploma,2,1817,"2,005.00",5.3%
698037,85,Taber-Warner,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,2,1818,505.00,5.3%
698038,85,Taber-Warner,Certificate of Apprenticeship or Certificate of Qualification,2,1819,"1,505.00",5.3%
698039,85,Taber-Warner,"College, CEGEP or other non-university certificate or diploma",2,1820,"4,220.00",5.3%
698040,85,Taber-Warner,University certificate or diploma below bachelor level,2,1821,295.00,5.3%
698041,85,Taber-Warner,"University certificate, diploma or degree at bachelor level or above",2,1822,"2,310.00",5.3%
698042,85,Taber-Warner,Bachelor's degree,2,1823,"1,840.00",5.3%
698043,85,Taber-Warner,University certificate or diploma above bachelor level,2,1824,110.00,5.3%
698044,85,Taber-Warner,"Degree in medicine, dentistry, veterinary medicine or optometry",2,1825,70.00,5.3%
698045,85,Taber-Warner,Master's degree,2,1826,245.00,5.3%
706202,86,Vermilion-Lloydminster-Wainwright,"No certificate, diploma or degree",2,1814,"3,050.00",4.0%
706203,86,Vermilion-Lloydminster-Wainwright,Secondary (high) school diploma or equivalency certificate,2,1815,"7,355.00",4.0%
706204,86,Vermilion-Lloydminster-Wainwright,"Postsecondary certificate, diploma or degree",2,1816,"14,410.00",4.0%
706205,86,Vermilion-Lloydminster-Wainwright,Apprenticeship or trades certificate or diploma,2,1817,"3,370.00",4.0%
706206,86,Vermilion-Lloydminster-Wainwright,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,2,1818,850.00,4.0%
706207,86,Vermilion-Lloydminster-Wainwright,Certificate of Apprenticeship or Certificate of Qualification,2,1819,"2,525.00",4.0%
706208,86,Vermilion-Lloydminster-Wainwright,"College, CEGEP or other non-university certificate or diploma",2,1820,"6,360.00",4.0%
706209,86,Vermilion-Lloydminster-Wainwright,University certificate or diploma below bachelor level,2,1821,585.00,4.0%
706210,86,Vermilion-Lloydminster-Wainwright,"University certificate, diploma or degree at bachelor level or above",2,1822,"4,095.00",4.0%
706211,86,Vermilion-Lloydminster-Wainwright,Bachelor's degree,2,1823,"3,310.00",4.0%
706212,86,Vermilion-Lloydminster-Wainwright,University certificate or diploma above bachelor level,2,1824,170.00,4.0%
706213,86,Vermilion-Lloydminster-Wainwright,"Degree in medicine, dentistry, veterinary medicine or optometry",2,1825,150.00,4.0%
706214,86,Vermilion-Lloydminster-Wainwright,Master's degree,2,1826,435.00,4.0%
714371,87,West Yellowhead,"No certificate, diploma or degree",2,1814,"4,715.00",5.7%
714372,87,West Yellowhead,Secondary (high) school diploma or equivalency certificate,2,1815,"8,925.00",5.7%
714373,87,West Yellowhead,"Postsecondary certificate, diploma or degree",2,1816,"14,500.00",5.7%
714374,87,West Yellowhead,Apprenticeship or trades certificate or diploma,2,1817,"4,240.00",5.7%
714375,87,West Yellowhead,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,2,1818,"1,235.00",5.7%
714376,87,West Yellowhead,Certificate of Apprenticeship or Certificate of Qualification,2,1819,"3,005.00",5.7%
714377,87,West Yellowhead,"College, CEGEP or other non-university certificate or diploma",2,1820,"5,860.00",5.7%
714378,87,West Yellowhead,University certificate or diploma below bachelor level,2,1821,625.00,5.7%
714379,87,West Yellowhead,"University certificate, diploma or degree at bachelor level or above",2,1822,"3,770.00",5.7%
714380,87,West Yellowhead,Bachelor's degree,2,1823,"2,950.00",5.7%
714381,87,West Yellowhead,University certificate or diploma above bachelor level,2,1824,200.00,5.7%
714382,87,West Yellowhead,"Degree in medicine, dentistry, veterinary medicine or optometry",2,1825,130.00,5.7%
714383,87,West Yellowhead,Master's degree,2,1826,455.00,5.7%
